year,not_before_count,not_after_count,mid_count,expected_aoristic,z_mid,mc_ratio,mc_ratio_ci_lo,mc_ratio_ci_hi,mc_raw_p,mc_wy_p,mc_holm_p
96,113,559,49,457.0251013865926,-19.086085039890282,0.10721511761900235,0.0793440941721201,0.13651602976024152,9.999000099990002e-05,1.0,0.009699030096990302
97,118,500,86,469.8873418674534,-17.70952525946186,0.18302259358214212,0.14863529615104198,0.2158968038856983,9.999000099990002e-05,1.0,0.009699030096990302
98,486,83,75,479.75240862933185,-18.479101884563917,0.15633063774349237,0.12339071854948998,0.18957426473498343,9.999000099990002e-05,1.0,0.009699030096990302
99,26,35,110,448.3633944357349,-15.979688123278944,0.2453367098320659,0.20393006429076194,0.289443639665842,9.999000099990002e-05,1.0,0.009699030096990302
100,73,15362,8845,448.6878938380688,396.38425726469364,19.713034653866,19.17139573097229,20.272323751449584,9.999000099990002e-05,1.0,0.009699030096990302
101,24407,169,94,497.3107963081702,-18.085307779809067,0.18901660832183242,0.1528231281787157,0.22559217512607574,9.999000099990002e-05,1.0,0.009699030096990302
102,102,63,46,483.25129706747543,-19.89044924820034,0.09518857016865308,0.06924590058624744,0.12190848309546709,9.999000099990002e-05,1.0,0.009699030096990302
103,57,22,56,474.99706287741265,-19.22496317199037,0.11789546583881191,0.08759914357215166,0.14721994660794732,9.999000099990002e-05,1.0,0.009699030096990302
104,50,40,39,470.34887049273175,-19.889259421869536,0.08291717583831779,0.05974392555654049,0.10890105012804269,9.999000099990002e-05,1.0,0.009699030096990302
105,52,61,110,479.4696104060179,-16.873228179990722,0.22942017098195505,0.19049481451511383,0.26886812001466753,9.999000099990002e-05,1.0,0.009699030096990302
106,122,22,43,467.03822143900703,-19.621345830295674,0.09206955239661385,0.06655756719410419,0.11975429151207208,9.999000099990002e-05,1.0,0.009699030096990302
107,883,50,262,500.3620881152897,-10.656018926172976,0.523620806258271,0.46575864478945733,0.5828296050429344,9.999000099990002e-05,1.0,0.009699030096990302
108,88,17,72,488.61025105893935,-18.84727922847828,0.14735671190679725,0.1150520546361804,0.17874679081141948,9.999000099990002e-05,1.0,0.009699030096990302
109,44,60,136,501.5082035546606,-16.32142629154124,0.2711820046731838,0.2285350251942873,0.315509133785963,9.999000099990002e-05,1.0,0.009699030096990302
110,57,75,883,478.22857414105545,18.509389128540754,1.8463974085738248,1.7252154707908631,1.967300686240196,9.999000099990002e-05,1.0,0.009699030096990302
111,39,29,49,474.81961703537127,-19.54165484705104,0.10319708420208297,0.07648231033235789,0.13089652098715301,9.999000099990002e-05,1.0,0.009699030096990302
112,47,34,80,488.4527960053024,-18.481217295393222,0.16378245892798934,0.12999258413910866,0.19992115944623945,9.999000099990002e-05,1.0,0.009699030096990302
113,21,18,114,473.7488242112113,-16.528190532187452,0.24063384260596163,0.19707403779029847,0.2853339590132236,9.999000099990002e-05,1.0,0.009699030096990302
114,76,103,80,490.82709529692687,-18.543632606618583,0.16299018690401318,0.1294810723513365,0.19779610633850092,9.999000099990002e-05,1.0,0.009699030096990302
115,57,85,686,488.956512531969,8.911010757974537,1.402987755388876,1.3042211294174195,1.507304960489273,9.999000099990002e-05,1.0,0.009699030096990302
116,46,59,59,486.5568360379299,-19.383270888943425,0.1212602426479948,0.09158483631908894,0.15050988830626008,9.999000099990002e-05,1.0,0.009699030096990302
117,1044,813,32,511.99175189144717,-21.213009784354984,0.06250100686540877,0.042438380885869265,0.08408981245011089,9.999000099990002e-05,1.0,0.009699030096990302
118,56,30,108,486.7723643044843,-17.167826984699804,0.2218696210379852,0.1835753232240677,0.26231941059231756,9.999000099990002e-05,1.0,0.009699030096990302
119,63,34,47,492.7274465857496,-20.080105959281088,0.0953874202171536,0.06971302721649408,0.12267749365419149,9.999000099990002e-05,1.0,0.009699030096990302
120,111,230,192,498.11498222894244,-13.715757043759691,0.38545317215885994,0.3326198309659958,0.4384651683270931,9.999000099990002e-05,1.0,0.009699030096990302
121,250,56,83,523.0457316978748,-19.241015153754432,0.15868593312208315,0.12678890861570835,0.1892545539885759,9.999000099990002e-05,1.0,0.009699030096990302
122,903,57,49,531.0850076382351,-20.919032987539236,0.09226394888815588,0.07009108401834965,0.11689084898680448,9.999000099990002e-05,1.0,0.009699030096990302
123,1333,1328,1346,1810.3466173038894,-10.913433807649152,0.7435040268722511,0.7311613276600838,0.7550252452492714,9.999000099990002e-05,1.0,0.009699030096990302
124,45,35,93,523.8877590874854,-18.825435468155273,0.1775189406257337,0.1429167278110981,0.21174129322171212,9.999000099990002e-05,1.0,0.009699030096990302
125,99,158,4241,523.9093098191754,162.39591452053384,8.094912460066341,7.838937890529633,8.341742444038392,9.999000099990002e-05,1.0,0.009699030096990302
126,115,68,131,557.9899669939334,-18.076089186140983,0.23477124634648538,0.19734200984239578,0.2688304431736469,9.999000099990002e-05,1.0,0.009699030096990302
127,23,22,594,519.1310768510468,3.285966054690329,1.1442196903392765,1.0582491308450699,1.239337658882141,0.000999900009999,1.0,0.009699030096990302
128,169,185,193,635.0073938415048,-17.540426258875105,0.3039334689198469,0.2675049751996994,0.33980972841382023,9.999000099990002e-05,1.0,0.009699030096990302
129,54,45,66,531.1673400059917,-20.18336308508557,0.12425462755156501,0.09688003305345774,0.1525825947523117,9.999000099990002e-05,1.0,0.009699030096990302
130,52,3498,400,518.0805775801668,-5.18775924684286,0.7720806710575918,0.7007582321763038,0.8423323020339012,9.999000099990002e-05,1.0,0.009699030096990302
131,2040,43,36,484.7754210730899,-20.382561760950455,0.0742611907186034,0.05217760531231761,0.09699786733835934,9.999000099990002e-05,1.0,0.009699030096990302
132,29,45,55,497.22614218522716,-19.832042081069027,0.11061365309210018,0.08268522191792727,0.1390834681689739,9.999000099990002e-05,1.0,0.009699030096990302
133,50,44,153,505.455904089989,-15.677007029027822,0.3026970280928019,0.2588866077363491,0.3478388585150241,9.999000099990002e-05,1.0,0.009699030096990302
134,48,43,82,502.092050823348,-18.7479070158147,0.16331666646690293,0.1331561665982008,0.19799354672431946,9.999000099990002e-05,1.0,0.009699030096990302
135,126,120,1302,571.9195362807288,30.528345021830628,2.276544019578496,2.150837254524231,2.395381700992584,9.999000099990002e-05,1.0,0.009699030096990302
136,44,54,57,499.79352090635575,-19.80641828845507,0.11404709668231144,0.0869134359061718,0.14206212796270848,9.999000099990002e-05,1.0,0.009699030096990302
137,25,38,77,490.6204374476534,-18.673648165695997,0.1569441346564685,0.1247938048094511,0.1882659502327442,9.999000099990002e-05,1.0,0.009699030096990302
138,791,1073,107,539.5808384426889,-18.622544415004704,0.19830207519751447,0.1645506415516138,0.2331474769860506,9.999000099990002e-05,1.0,0.009699030096990302
139,144,54,215,500.9787736293555,-12.776860019611233,0.42915989921574155,0.377326163649559,0.4800870560109615,9.999000099990002e-05,1.0,0.009699030096990302
140,113,233,255,493.46005123477784,-10.734693112690813,0.5167591568191128,0.45963002666831015,0.5742309346795081,9.999000099990002e-05,1.0,0.009699030096990302
141,106,41,40,474.09854772839856,-19.936734273847506,0.08437064444018333,0.05965925725176931,0.108547037653625,9.999000099990002e-05,1.0,0.009699030096990302
142,111,25,70,478.57137964364154,-18.67646076376832,0.14626867167051252,0.11408413704484702,0.17893209867179394,9.999000099990002e-05,1.0,0.009699030096990302
143,21,38,61,471.16784429010625,-18.89617004339414,0.12946554129114388,0.09928405564278364,0.16184119991958137,9.999000099990002e-05,1.0,0.009699030096990302
144,48,41,85,480.91019072362906,-18.053636360994897,0.17674817801656456,0.14303746074438095,0.21129475571215153,9.999000099990002e-05,1.0,0.009699030096990302
145,65,76,120,491.1217852336912,-16.746414987355443,0.24433858079193174,0.20388057753443717,0.2855160385370253,9.999000099990002e-05,1.0,0.009699030096990302
146,35,27,39,466.6896333749027,-19.79769579252529,0.0835673158582256,0.05843736259266734,0.11085650101304051,9.999000099990002e-05,1.0,0.009699030096990302
147,49,37,37,472.0625059663847,-20.024049182147152,0.07837945088279209,0.055801496375352144,0.1037550237029791,9.999000099990002e-05,1.0,0.009699030096990302
148,42,34,65,476.28008315009674,-18.845448094564816,0.13647431899753754,0.10553118791431189,0.16786057092249385,9.999000099990002e-05,1.0,0.009699030096990302
149,211,203,671,645.396662404176,1.0078205859742497,1.0396707003417847,0.976479496061802,1.105051624774933,0.22497750224977503,1.0,0.22497750224977503
150,88,6501,19861,478.6315281537756,885.9438426644286,41.49538597386134,40.48672361373902,42.566508769989014,9.999000099990002e-05,1.0,0.009699030096990302
151,9929,48,93,493.390237788953,-18.025536678437135,0.18849177157773564,0.1511631991714239,0.22665490135550498,9.999000099990002e-05,1.0,0.009699030096990302
152,30,32,47,491.2547981962635,-20.04373833365468,0.0956733657820128,0.07063742633908987,0.12278096769005059,9.999000099990002e-05,1.0,0.009699030096990302
153,29,25,180,488.69692870062806,-13.964085645158773,0.3683264400261181,0.3192631259560585,0.42096741423010825,9.999000099990002e-05,1.0,0.009699030096990302
154,39,30,71,492.7185553577708,-18.99867227396207,0.14409849036118758,0.11424049828201532,0.17616476379334922,9.999000099990002e-05,1.0,0.009699030096990302
155,33,24,72,487.0488620851966,-18.806715769466393,0.14782911039304605,0.1159651579335332,0.18100976310670375,9.999000099990002e-05,1.0,0.009699030096990302
156,33,19,34,485.1743523919912,-20.48309061175941,0.07007790051632837,0.04748737355694175,0.09266914390027522,9.999000099990002e-05,1.0,0.009699030096990302
157,47,39,79,504.9672667573194,-18.955908938965816,0.15644578411449064,0.1255304578691721,0.18938511796295643,9.999000099990002e-05,1.0,0.009699030096990302
158,58,77,185,513.2793315349271,-14.489942166370044,0.36042752675579204,0.31219989731907843,0.4076254047453403,9.999000099990002e-05,1.0,0.009699030096990302
159,41,44,90,504.99390547444295,-18.467097850204002,0.17821997260629271,0.14393257796764375,0.21381028927862644,9.999000099990002e-05,1.0,0.009699030096990302
160,55,159,314,500.31280150855736,-8.329556694505957,0.6276073669376804,0.5605467200279236,0.693716512620449,9.999000099990002e-05,1.0,0.009699030096990302
161,772,848,195,618.2476583589198,-17.022107306801953,0.3154075836172338,0.27983998209238053,0.35163577795028683,9.999000099990002e-05,1.0,0.009699030096990302
162,90,91,84,536.3609929092526,-19.53244255033641,0.156610941344521,0.12739982642233372,0.18644544444978234,9.999000099990002e-05,1.0,0.009699030096990302
163,83,51,71,514.1104131668858,-19.542663581855553,0.1381026296717951,0.10876776073127985,0.16824181377887726,9.999000099990002e-05,1.0,0.009699030096990302
164,77,59,93,526.2930950908748,-18.887215350751095,0.1767076195136889,0.14446146711707114,0.20807094909250737,9.999000099990002e-05,1.0,0.009699030096990302
165,47,63,1300,503.93457784540163,35.46187388234954,2.5796999395402023,2.447065222263336,2.7193456172943113,9.999000099990002e-05,1.0,0.009699030096990302
166,91,81,67,526.4834208552027,-20.025229217289514,0.1272594679072085,0.0995781309902668,0.15557939559221268,9.999000099990002e-05,1.0,0.009699030096990302
167,70,78,63,504.09505402256474,-19.646082792341087,0.12497642953898123,0.09547124281525612,0.15463347323238846,9.999000099990002e-05,1.0,0.009699030096990302
168,61,41,69,493.0544544380516,-19.097397432076786,0.13994397450204824,0.10931766163557768,0.17196154408156872,9.999000099990002e-05,1.0,0.009699030096990302
169,63,134,179,498.0786502288223,-14.297127264163498,0.35938099317801636,0.30869522467255595,0.4105686843395233,9.999000099990002e-05,1.0,0.009699030096990302
170,50,1330,265,476.5815620516156,-9.69190616855682,0.5560433325603551,0.493684521317482,0.6210538893938063,9.999000099990002e-05,1.0,0.009699030096990302
171,4743,34,211,507.37683069115366,-13.157668303992352,0.4158644763352196,0.3614827528595924,0.47405532076954837,9.999000099990002e-05,1.0,0.009699030096990302
172,39,24,37,517.3196044046551,-21.11790561394092,0.07152251661249251,0.05016704332083464,0.0939811434596777,9.999000099990002e-05,1.0,0.009699030096990302
173,25,20,53,521.1656697377894,-20.507450123220544,0.10169510978469772,0.0754187697544694,0.12802332416176793,9.999000099990002e-05,1.0,0.009699030096990302
174,21,33,40,520.0023657798425,-21.049448326693316,0.07692272695723679,0.05510017229244113,0.10068875085562466,9.999000099990002e-05,1.0,0.009699030096990302
175,86,90,3878,524.0536656455438,146.51032364618996,7.400005484596644,7.145077860355377,7.642309689521789,9.999000099990002e-05,1.0,0.009699030096990302
176,165,41,70,525.1017250127253,-19.86034365895333,0.13330750341432152,0.10297507122159004,0.1641078826040029,9.999000099990002e-05,1.0,0.009699030096990302
177,64,34,41,527.7332613259119,-21.187698851684296,0.07769076350614872,0.05532651897519827,0.10120622199028728,9.999000099990002e-05,1.0,0.009699030096990302
178,29,23,438,525.8746770235676,-3.831974520110911,0.8328980632402091,0.7559385567903518,0.9081758692860603,9.999000099990002e-05,1.0,0.009699030096990302
179,37,27,45,534.5795481048107,-21.174691776009578,0.08417830453771347,0.06263223141431809,0.108171646669507,9.999000099990002e-05,1.0,0.009699030096990302
180,350,422,360,544.6125241815728,-7.910744322170194,0.6610204209699311,0.5950019761919976,0.727103841304779,9.999000099990002e-05,1.0,0.009699030096990302
181,92,34,58,534.1876818508281,-20.603036038517363,0.10857607161408955,0.0844133535400033,0.13386594168841837,9.999000099990002e-05,1.0,0.009699030096990302
182,52,38,56,539.4101846318447,-20.814032336859476,0.10381709799977325,0.07822235804051161,0.1291735593229532,9.999000099990002e-05,1.0,0.009699030096990302
183,40,30,63,529.9728308306751,-20.28452350893864,0.11887401831760755,0.09199682679027318,0.1466645676642656,9.999000099990002e-05,1.0,0.009699030096990302
184,32,29,68,530.4455951756291,-20.078914177076125,0.12819410815822757,0.09952381365001202,0.15905067026615144,9.999000099990002e-05,1.0,0.009699030096990302
185,63,76,1258,531.1448202218725,31.538527622997197,2.368468922420258,2.2420268297195434,2.493183320760727,9.999000099990002e-05,1.0,0.009699030096990302
186,40,26,156,528.1134815715983,-16.192420652893464,0.2953910578759776,0.25326132476329805,0.3392914034426212,9.999000099990002e-05,1.0,0.009699030096990302
187,17,20,61,520.1227983417847,-20.131489714671122,0.11727999655941922,0.08915662039071322,0.14617454819381231,9.999000099990002e-05,1.0,0.009699030096990302
188,28,26,295,527.0950205640069,-10.109306555600023,0.5596713846477652,0.49870804473757746,0.6190185517072677,9.999000099990002e-05,1.0,0.009699030096990302
189,21,24,72,522.3952931006945,-19.705806576606562,0.13782666297133273,0.10838158763945102,0.17018936201930043,9.999000099990002e-05,1.0,0.009699030096990302
190,22,69,1038,519.7922621903084,22.729453219592447,1.9969516199145791,1.8825946152210236,2.120783358812332,9.999000099990002e-05,1.0,0.009699030096990302
191,144,47,392,528.5458220886936,-5.939325052522396,0.7416575509970065,0.6732234999537468,0.813210828602314,9.999000099990002e-05,1.0,0.009699030096990302
192,33,221,142,525.8418931133345,-16.738817762445,0.2700431476831664,0.22880530543625355,0.3134690053761005,9.999000099990002e-05,1.0,0.009699030096990302
